MonthlyIncome,ActiveSinceDays,Age,Graduate,Married,Single,NoOfChildren,NoOfTeenager,NoOfDaysSinceLastPurchase,AmountSpendOnWines,AmountSpentOnFruits,AmountSpentOnMeat,AmountSpentOnFish,AmountSpentOnSweet,AmountSpentOnGold,NoOfDealsWithDiscount,NoOfWebPurchase,NoOfCatalogPurchase,NoOfStorePurchase,NoOfWebVisitsMonth,PurchasedIn1stCampaign,PurchasedIn2ndCampaign,PurchasedIn3rdCampaign,PurchasedIn4thCampaign,PurchasedIn5thCampaign,TotalNoOfCampaignAccepted,CustomerComplain
71163,2271,25,1,0,1,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0
33697,2446,50,1,0,1,0,0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,1,0,0,1,0
63564,2310,66,0,1,0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,0,0,1,0,0,1,0
83443,2339,48,1,1,0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0
51518,2428,62,1,1,0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0
58330,2345,45,1,0,1,0,0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
80952,2645,51,1,1,0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,1,0,0,1,1,3,0
75507,2217,41,1,1,0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
63855,2664,42,0,1,0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0
62220,2846,48,1,1,0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,0
58512,2442,56,1,1,0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0
40662,2630,41,1,1,0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0
38829,2243,61,1,1,0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0
35523,2428,39,0,1,0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0
79146,2225,53,1,0,1,0,0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0
78285,2403,32,1,1,0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0
31626,2574,42,1,0,1,0,0,12,39,1,9,2,1,34,1,2,1,2,7,0,0,1,0,0,1,0
75127,2197,68,1,0,1,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
48726,2587,65,1,1,0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0
74985,2815,43,1,1,0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0
67430,2821,33,1,1,0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0
46891,2460,55,0,1,0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
62058,2558,64,1,1,0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0
72063,2520,41,1,1,0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0
78939,2358,69,1,1,0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0
42720,2590,55,1,0,1,0,0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,0
33622,2601,48,1,1,0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0
6835,2727,63,1,1,0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0
41452,2639,67,1,1,0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
40760,2462,55,1,0,1,0,0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0
74250,2313,62,1,1,0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0
51124,2352,65,1,0,1,0,0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0
72258,2449,49,1,0,1,0,0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0
71466,2244,46,1,0,1,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0
36283,2235,44,1,1,0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0
20587,2208,50,1,0,1,0,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0
30467,2261,48,1,1,0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0
31590,2535,48,1,1,0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0
20425,2767,34,0,1,0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0
17144,2293,60,1,1,0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0
42564,2702,52,1,0,1,0,0,28,324,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,1,0
43783,2190,42,1,1,0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,1,0,0,1,0
40780,2818,44,1,0,1,0,0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0
62847,2689,75,1,1,0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0
82017,2758,63,1,1,0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,1,0,0,1,1,3,0
16813,2504,70,1,0,1,0,0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,1,0,0,1,0
51267,2402,42,1,1,0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0
46524,2609,59,1,0,1,0,0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0
45183,2684,58,1,0,1,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,0,1,0,1,0
70421,2160,66,1,1,0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0
60161,2773,55,0,0,1,0,0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0
73926,2643,47,1,1,0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0
19329,2356,52,1,1,0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0
61872,2357,50,1,1,0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0
46984,2619,64,1,0,1,0,0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0
34838,2685,69,1,1,0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0
82716,2395,76,1,0,1,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0
48192,2608,62,1,1,0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,1,1,0,1,0,3,0
49681,2396,44,1,1,0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0
56850,2257,49,1,1,0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0
55267,2410,63,1,1,0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0
59666,2623,48,1,1,0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,0,0,1,0,1,0
72504,2608,48,1,0,1,0,0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0
26872,2415,39,1,1,0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0
21359,2594,48,1,0,1,0,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,0
73170,2188,45,1,0,1,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0
52750,2669,65,1,1,0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0
91820,2377,34,1,1,0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0
65968,2207,50,1,1,0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0
30772,2268,44,1,1,0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0
22507,2741,66,1,0,1,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0
65685,2251,48,1,1,0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
25804,2460,42,0,1,0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0
76412,2579,40,1,0,1,0,0,15,840,53,804,23,71,17,1,5,4,8,3,1,0,0,0,1,2,0
22063,2484,48,1,1,0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0
57091,2173,59,1,0,1,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,0,0,0,1,0
22419,2596,57,1,1,0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
87771,2562,61,1,1,0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,4,0
78353,2598,61,0,0,1,0,0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0
93404,2577,66,1,1,0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,0,1,1,2,0
37859,2692,58,1,0,1,0,0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0
80995,2573,62,1,0,1,0,0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0
16529,2279,36,1,1,0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0
55412,2378,44,1,0,1,0,0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0
48789,2816,28,1,0,1,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0
56575,2579,53,1,1,0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0
25130,2429,40,0,1,0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0
35441,2659,53,1,1,0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0
71391,2616,64,1,1,0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0
49494,2589,48,1,0,1,0,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0
81702,2803,40,1,0,1,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0
45889,2521,40,0,0,1,0,0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0
56628,2259,43,1,0,1,0,0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,1,0,0,1,0
34026,2487,70,1,1,0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0
40049,2736,46,1,1,0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0
34176,2207,32,1,0,1,0,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0
19419,2755,39,1,1,0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0
82504,2496,60,0,1,0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0
81205,2326,50,1,1,0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,1,0,1,3,0
61618,2797,29,0,0,1,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0
55284,2711,64,1,0,1,0,0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0
49980,2408,57,1,0,1,0,0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0
15072,2574,40,1,1,0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0
49166,2540,46,1,0,1,0,0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0
65324,2328,66,1,1,0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0
82347,2759,63,0,1,0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,2,0
30843,2193,54,1,1,0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,0,0,1,0,0,1,0
46374,2263,46,1,1,0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,1,0,0,1,0,2,0
60474,2613,41,1,0,1,0,0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
38576,2276,47,1,1,0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0
55357,2654,35,1,1,0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0
37758,2792,54,1,1,0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
85710,2579,31,0,1,0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,0,0,1,1,0
23228,2313,51,1,1,0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0
44602,2293,51,1,1,0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0
7500,2695,33,1,1,0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0
38683,2792,31,0,1,0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0
49514,2353,45,0,0,1,0,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0
57906,2542,47,1,1,0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0
43456,2619,54,1,0,1,0,0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0
19485,2437,34,1,0,1,0,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
53172,2578,42,1,1,0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0
30545,2779,41,1,1,0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0
70123,2433,37,1,1,0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,1,0,2,0
62450,2333,61,1,0,1,0,0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,0,1,0,1,0
21675,2177,44,1,1,0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0
42395,2245,39,0,0,1,0,0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0
61346,2425,42,1,1,0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0
80812,2444,67,1,1,0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,0,1,3,0
42835,2523,49,1,0,1,0,0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0
39922,2659,37,1,1,0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
86424,2244,64,1,0,1,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0
17117,2687,42,0,1,0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0
24762,2298,48,1,0,1,0,0,16,6,10,12,3,15,40,3,3,1,2,8,0,0,1,0,0,1,0
35797,2780,45,1,1,0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0
36627,2500,45,1,0,1,0,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
51111,2169,39,0,1,0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0
86857,2814,48,1,0,1,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0
82072,2521,50,1,1,0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0
46231,2739,67,1,0,1,0,0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0
42243,2359,61,1,1,0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0
51195,2613,58,1,1,0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0
68092,2354,42,1,0,1,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0
31814,2664,47,1,1,0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,1,0,0,1,0
51390,2818,55,1,0,1,0,0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0
76630,2325,37,1,1,0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0
26868,2219,29,0,0,1,0,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0
48948,2672,77,1,0,1,0,0,53,437,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,1,0
55260,2723,48,1,0,1,0,0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0
64090,2485,64,1,1,0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,0
78331,2316,62,1,0,1,0,0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0
37087,2481,46,1,1,0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0
21846,2409,34,1,0,1,0,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0
81320,2667,62,1,1,0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0
54137,2476,50,1,0,1,0,0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0
66825,2509,53,1,1,0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0
57100,2366,47,1,1,0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0
58917,2621,51,1,1,0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0
85072,2240,43,1,0,1,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0
86429,2379,59,1,0,1,0,0,10,464,28,873,29,18,37,0,7,4,7,2,1,0,0,0,0,1,0
45684,2368,49,1,0,1,0,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0
47889,2335,46,1,1,0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0
45921,2270,34,1,1,0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0
78420,2524,54,1,0,1,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0
75114,2393,28,1,1,0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0
52278,2679,57,1,0,1,0,0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0
35641,2509,48,1,1,0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,0
95529,2732,26,1,0,1,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,0,0,1,1,0
62820,2573,66,1,1,0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
73113,2344,60,1,1,0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0
84169,2485,38,1,1,0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,2,0
42607,2383,66,0,0,1,0,0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0
74637,2566,66,1,0,1,0,0,73,960,64,464,146,0,16,1,6,9,9,3,1,0,0,0,0,1,0
46015,2236,65,1,1,0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,2,0
72354,2597,27,1,0,1,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0
39858,2680,51,1,0,1,0,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,0
34469,2215,72,1,1,0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0
83033,2201,34,1,1,0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,1,0,0,0,0,1,0
24401,2826,41,1,1,0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0
77583,2298,42,1,1,0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,1,0,0,0,0,1,0
74116,2340,38,0,0,1,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,0,1,0,1,0
74293,2215,27,1,0,1,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
68397,2383,44,1,1,0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0
79632,2241,46,1,1,0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0
46107,2298,31,1,0,1,0,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0
64950,2845,69,1,0,1,0,0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,0,1,0,1,0
25443,2713,31,0,1,0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0
75127,2197,68,1,0,1,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
32892,2194,49,1,1,0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0
71796,2407,49,1,1,0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
67536,2562,50,1,1,0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,1,0,0,0,0,1,0
55239,2509,49,1,0,1,0,0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0
60554,2483,45,1,0,1,0,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0
64831,2543,68,0,0,1,0,0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0
56067,2503,58,1,1,0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0
82025,2556,37,1,0,1,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,0,0,1,1,0
94384,2641,67,1,1,0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,3,0
14906,2713,34,0,0,1,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0
51563,2795,33,1,1,0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,0,1,1,2,0
57937,2292,38,0,1,0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0
68274,2431,41,1,0,1,0,0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0
39771,2364,43,1,1,0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0
67893,2795,45,0,0,1,0,0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0
27922,2209,41,1,1,0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0
52190,2211,44,1,1,0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,0,0,1,0,0,1,0
44051,2675,47,1,0,1,0,0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,0
42767,2573,49,1,0,1,0,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0
46106,2208,44,1,1,0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0
16927,2663,44,1,1,0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0
59754,2734,55,1,1,0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,0
53700,2840,68,1,0,1,0,0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0
59041,2212,47,1,1,0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0
54237,2587,63,1,0,1,0,0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0
70647,2805,53,1,0,1,0,0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0
52597,2212,58,1,0,1,0,0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0
41021,2705,51,1,1,0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,0
40233,2417,45,1,1,0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0
50183,2163,40,1,1,0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0
54753,2449,61,1,1,0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0
92955,2473,47,1,1,0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,1,0,0,0,1,2,0
33471,2784,47,1,1,0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0
34596,2601,46,1,1,0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
44010,2783,40,1,1,0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0
84219,2306,32,1,1,0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
40706,2687,52,1,1,0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0
15716,2753,32,0,1,0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1
59052,2383,61,0,0,1,0,0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0
80573,2782,49,1,1,0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0
83715,2305,58,1,1,0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0
82576,2856,61,1,1,0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,0,0,1,1,0
56962,2420,55,1,1,0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
35704,2336,68,1,1,0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0
53103,2449,66,1,1,0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,0,0,1,0,0,1,0
46779,2511,60,0,0,1,0,0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0
4861,2166,55,1,0,1,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0
33462,2485,41,1,0,1,0,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0
63693,2417,42,1,0,1,0,0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0
80763,2477,70,1,1,0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,1,0,0,0,1,2,0
65352,2471,46,1,1,0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0
82170,2375,42,1,1,0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0
75759,2406,51,1,1,0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,0,1,3,0
79689,2572,44,0,0,1,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0
35340,2159,64,1,0,1,0,0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0
85683,2259,66,1,0,1,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,1,1,0,1,1,4,0
